,Group.1,alb.x,bic.x,lob.x,lyr.x,mac.x,mic.x,mon.x,mue.x,pri.x,sin.x,ste.x,stemar.x,mar.x,alb.y,bic.y,lob.y,lyr.y,mac.y,mic.y,mon.y,mue.y,pri.y,sin.y,mar.y,ste.y,stemar.y,colnum,species,state,site,lat,long,sp,hyb,,
567,SYST-MOR-0007373,2.20E-05,1.00E-05,1.90E-05,1.00E-05,0.999879,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,2.20E-05,1.00E-05,1.90E-05,1.00E-05,0.999879,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,0,1.00E-05,MB-MG522,Quercus macrocarpa Michx.,Manitoba,Spruce Woods Provincial Park,49.76103,-99.15848,mac,pure,1.00E+00,pure
568,SYST-MOR-0007374,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,MB-MG523,Quercus macrocarpa Michx.,Manitoba,Spruce Woods Provincial Park,49.76043,-99.15858,mac,pure,1.00E+00,pure
569,SYST-MOR-0007375,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,0,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,0,0,0,1.00E-05,MB-MG524,Quercus macrocarpa Michx.,Manitoba,Spruce Woods Provincial Park,49.76006,-99.15826,mac,pure,1.00E+00,pure
570,SYST-MOR-0007376,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,0,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,1.00E-05,0,0,1.00E-05,MB-MG525,Quercus macrocarpa Michx.,Manitoba,Spruce Woods Provincial Park,49.76055,-99.15844,mac,pure,1.00E+00,pure
571,SYST-MOR-0007377,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.999896,1.00E-05,1.00E-05,0,0,0,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.40E-05,0.9999,1.00E-05,1.00E-05,0,0,0,0,0,1.00E-05,MB-MG526,Quercus macrocarpa Michx.,Manitoba,"Assiniboine Forest, near parking lot/entrance to trail",49.85783,-97.24911,mac,pure,1.00E+00,pure
572,SYST-MOR-0007378,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,MB-MG527,Quercus macrocarpa Michx.,Manitoba,"Assiniboine Forest, near trail",49.85783,-97.24911,mac,pure,1.00E+00,pure
573,SYST-MOR-0007379,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,MB-MG528,Quercus macrocarpa Michx.,Manitoba,"Assiniboine Forest, off trail in woody area",49.85778,-97.24848,mac,pure,1.00E+00,pure
574,SYST-MOR-0007380,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0,0,0,1.00E-05,MB-MG529,Quercus macrocarpa Michx.,Manitoba,Assiniboine Forest,49.85423,-97.2482,mac,pure,1.00E+00,pure
575,SYST-MOR-0007381,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.999462,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.000438,0.000448,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.999462,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.000438,0.000448,MB-MG530,Quercus macrocarpa Michx.,Manitoba,Assiniboine Forest,49.85392,-97.24828,mac,pure,9.99E-01,pure
576,SYST-MOR-0007382,0,1.00E-05,1.00E-05,1.00E-05,0.999891,0,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,0,1.00E-05,1.00E-05,1.00E-05,0.999891,0,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,MB-MG531,Quercus macrocarpa Michx.,Manitoba,"Assiniboine Forest, near trail",49.85399,-97.24744,mac,pure,1.00E+00,pure
577,SYST-MOR-0007383,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,MB-MG532,Quercus macrocarpa Michx.,Manitoba,"Assiniboine Forest, near trail",49.85417,-97.24689,mac,pure,1.00E+00,pure
578,SYST-MOR-0007384,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,MB-MG533,Quercus macrocarpa Michx.,Manitoba,"Assiniboine Forest, near trail",49.85421,-97.24621,mac,pure,1.00E+00,pure
579,SYST-MOR-0007385,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,2.00E-05,2.00E-05,2.00E-05,0.9999,1.20E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,MB-MG534,Quercus macrocarpa Michx.,Manitoba,"Assiniboine Forest, near trail",49.85374,-97.24739,mac,pure,1.00E+00,pure
580,SYST-MOR-0007386,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,MB-MG535,Quercus macrocarpa Michx.,Manitoba,"Assiniboine Forest, near trail",49.85344,-97.24661,mac,pure,1.00E+00,pure
581,SYST-MOR-0007387,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,2.00E-05,2.00E-05,2.00E-05,0.9999,1.20E-05,0.001286,0.001182,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,WI-MG536,Quercus macrocarpa Michx.,Wisconsin,"Round Lake, Chequamegon-Nicolet National Forest",46.02383,-91.14557,mac,pure,1.00E+00,pure
582,SYST-MOR-0007388,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,WI-MG537,Quercus macrocarpa Michx.,Wisconsin,"Round Lake, Chequamegon-Nicolet National Forest",46.02195,-91.14559,mac,pure,1.00E+00,pure
583,SYST-MOR-0007389,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,1.00E-05,0,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,1.00E-05,1.00E-05,0,2.00E-05,WI-MG538,Quercus macrocarpa Michx.,Wisconsin,"Round Lake, Chequamegon-Nicolet National Forest",46.0259,-91.14288,mac,pure,1.00E+00,pure
584,SYST-MOR-0007390,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,0,1.00E-05,WI-MG539,Quercus macrocarpa Michx.,Wisconsin,"Round Lake, Chequamegon-Nicolet National Forest",46.02631,-91.14168,mac,pure,1.00E+00,pure
585,SYST-MOR-0007391,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,0,1.00E-05,WI-MG540,Quercus macrocarpa Michx.,Wisconsin,"Round Lake, Chequamegon-Nicolet National Forest",46.02451,-91.12828,mac,pure,1.00E+00,pure
586,SYST-MOR-0007392,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0.999879,1.90E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.20E-05,0,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0.999879,1.90E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.20E-05,WI-MG541,Quercus macrocarpa Michx.,Wisconsin,"Round Lake, Chequamegon-Nicolet National Forest",46.0244,-91.12945,mac,pure,1.00E+00,pure
587,SYST-MOR-0007393,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.999895,1.00E-05,1.50E-05,0,0,0,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.999895,1.00E-05,1.50E-05,0,0,0,0,0,1.00E-05,Minooka 1,Quercus macrocarpa Michx.,Kansas,Minooka Park Recreation Area,38.963586,-98.58906,mac,pure,1.00E+00,pure
588,SYST-MOR-0007394,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,0,0,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,0,0,1.00E-05,1.00E-05,1.00E-05,2.00E-05,Minooka 2,Quercus macrocarpa Michx.,Kansas,Minooka Park Recreation Area,38.963586,-98.58906,mac,pure,1.00E+00,pure
589,SYST-MOR-0007395,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,0,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,0,0,0,1.00E-05,Minooka 3,Quercus macrocarpa Michx.,Kansas,Minooka Park Recreation Area,38.963586,-98.58906,mac,pure,1.00E+00,pure
590,SYST-MOR-0007396,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0,0,0,1.00E-05,Minooka 4,Quercus macrocarpa Michx.,Kansas,Minooka Park Recreation Area,38.963586,-98.58906,mac,pure,1.00E+00,pure
591,SYST-MOR-0007397,0,1.00E-05,1.00E-05,1.00E-05,0.999894,0,1.00E-05,2.60E-05,1.00E-05,1.00E-05,0,1.00E-05,0,0,1.00E-05,1.00E-05,1.00E-05,0.999894,0,1.00E-05,2.60E-05,1.00E-05,1.00E-05,0,0,1.00E-05,Minooka 5,Quercus macrocarpa Michx.,Kansas,Minooka Park Recreation Area,38.963586,-98.58906,mac,pure,1.00E+00,pure
592,SYST-MOR-0007398,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.999896,1.00E-05,1.40E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.999896,1.00E-05,1.40E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,Minooka 6,Quercus macrocarpa Michx.,Kansas,Minooka Park Recreation Area,38.963586,-98.58906,mac,pure,1.00E+00,pure
593,SYST-MOR-0007399,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,1.00E-05,0,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,1.00E-05,1.00E-05,0,2.00E-05,Minooka 7,Quercus macrocarpa Michx.,Kansas,Minooka Park Recreation Area,38.963586,-98.58906,mac,pure,1.00E+00,pure
594,SYST-MOR-0007400,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,Minooka 8,Quercus macrocarpa Michx.,Kansas,Minooka Park Recreation Area,38.963586,-98.58906,mac,pure,1.00E+00,pure
595,SYST-MOR-0007401,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,Minooka 9,Quercus macrocarpa Michx.,Kansas,Minooka Park Recreation Area,38.963586,-98.58906,mac,pure,1.00E+00,pure
596,SYST-MOR-0007402,1.30E-05,1.00E-05,2.00E-05,1.00E-05,0.999887,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,1.30E-05,1.00E-05,2.00E-05,1.00E-05,0.999887,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,Minooka 10,Quercus macrocarpa Michx.,Kansas,Minooka Park Recreation Area,38.963586,-98.58906,mac,pure,1.00E+00,pure
597,SYST-MOR-0007403,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,0,1.00E-05,Salina 1,Quercus macrocarpa Michx.,Kansas,Lakewood Park,38.842944,-97.588909,mac,pure,1.00E+00,pure
598,SYST-MOR-0007404,0,1.00E-05,1.00E-05,1.00E-05,0.999893,0,1.00E-05,2.70E-05,1.00E-05,1.00E-05,0,1.00E-05,0,0,1.00E-05,1.00E-05,1.00E-05,0.999893,0,1.00E-05,2.70E-05,1.00E-05,1.00E-05,0,0,1.00E-05,Salina 2,Quercus macrocarpa Michx.,Kansas,Lakewood Park,38.842944,-97.588909,mac,pure,1.00E+00,pure
599,SYST-MOR-0007405,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,0,0,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,0,0,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,Salina 3,Quercus macrocarpa Michx.,Kansas,Lakewood Park,38.842944,-97.588909,mac,pure,1.00E+00,pure
600,SYST-MOR-0007406,1.50E-05,1.00E-05,1.00E-05,1.00E-05,0.999884,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.50E-05,1.00E-05,1.00E-05,1.00E-05,0.999884,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,Salina 4,Quercus macrocarpa Michx.,Kansas,Lakewood Park,38.842944,-97.588909,mac,pure,1.00E+00,pure
601,SYST-MOR-0007407,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,Salina 5,Quercus macrocarpa Michx.,Kansas,Lakewood Park,38.842944,-97.588909,mac,pure,1.00E+00,pure
602,SYST-MOR-0007408,1.00E-05,0,1.10E-05,0,0.999899,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0,1.10E-05,0,0.999899,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,Salina 6,Quercus macrocarpa Michx.,Kansas,Lakewood Park,38.842944,-97.588909,mac,pure,1.00E+00,pure
603,SYST-MOR-0007409,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.999888,1.00E-05,1.00E-05,1.00E-05,1.20E-05,0,0,1.00E-05,0,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.999888,1.00E-05,1.00E-05,1.00E-05,1.20E-05,0,0,0,1.00E-05,OK-MG372,Quercus macrocarpa Michx.,Oklahoma,"Norman, Oliver's Woods, University of Oklahoma campus",35.17703,-97.45019,mac,pure,1.00E+00,pure
604,SYST-MOR-0007410,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.999888,1.00E-05,1.00E-05,1.20E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.999888,1.00E-05,1.00E-05,1.20E-05,1.00E-05,1.00E-05,0,0,1.00E-05,OK-MG373,Quercus macrocarpa Michx.,Oklahoma,"Norman, Oliver's Woods, University of Oklahoma campus",35.17705,-97.44921,mac,pure,1.00E+00,pure
605,SYST-MOR-0007411,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,2.20E-05,2.00E-05,2.00E-05,0.9999,1.00E-05,1.60E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,OK-MG374,Quercus macrocarpa Michx.,Oklahoma,"Norman, Oliver's Woods, University of Oklahoma campus",35.17722,-97.44967,mac,pure,1.00E+00,pure
606,SYST-MOR-0007412,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,0,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,0,0,0,1.00E-05,OK-MG375,Quercus macrocarpa Michx.,Oklahoma,"Norman, Oliver's Woods, University of Oklahoma campus",35.17704,-97.44977,mac,pure,1.00E+00,pure
607,SYST-MOR-0007413,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.60E-05,2.00E-05,2.00E-05,2.00E-05,0.9999,1.80E-05,1.00E-05,2.00E-05,1.40E-05,1.30E-05,1.80E-05,1.00E-05,2.80E-05,OK-MG376,Quercus macrocarpa Michx.,Oklahoma,"Norman, Oliver's Woods, University of Oklahoma campus",35.17688,-97.4497,mac,pure,1.00E+00,pure
608,SYST-MOR-0007414,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,OK-MG377,Quercus macrocarpa Michx.,Oklahoma,"Norman, Oliver's Woods, University of Oklahoma campus",35.17669,-97.44988,mac,pure,1.00E+00,pure
609,SYST-MOR-0007415,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,OK-MG378,Quercus macrocarpa Michx.,Oklahoma,"Norman, Oliver's Woods, University of Oklahoma campus",35.17635,-97.45009,mac,pure,1.00E+00,pure
610,SYST-MOR-0007416,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,0,0,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,0,0,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,OK-MG379,Quercus macrocarpa Michx.,Oklahoma,"Norman, Oliver's Woods, University of Oklahoma campus",35.17695,-97.44996,mac,pure,1.00E+00,pure
611,SYST-MOR-0007417,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0.99989,0,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0.99989,0,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,OK-MG380,Quercus macrocarpa Michx.,Oklahoma,"Norman, Oliver's Woods, University of Oklahoma campus",35.17714,-97.45005,mac,pure,1.00E+00,pure
612,SYST-MOR-0007418,2.00E-05,2.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,0,2.00E-05,2.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,0,0,1.00E-05,0,0,1.00E-05,OK-MG381,Quercus macrocarpa Michx.,Oklahoma,"Norman, Oliver's Woods, University of Oklahoma campus",35.17722,-97.45003,mac,pure,1.00E+00,pure
613,SYST-MOR-0007419,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.999896,1.00E-05,1.30E-05,0,0,0,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.999896,1.00E-05,1.30E-05,0,0,0,0,0,1.00E-05,MO-MG398,Quercus macrocarpa Michx.,Missouri,"Eminence, Buttin Rock Access, near river",37.15767,-91.36474,mac,pure,1.00E+00,pure
614,SYST-MOR-0007420,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,MO-MG400,Quercus macrocarpa Michx.,Missouri,"Eminence, Buttin Rock Access, near river",37.15767,-91.36474,mac,pure,1.00E+00,pure
615,SYST-MOR-0007421,1.00E-05,1.00E-05,1.00E-05,2.00E-05,0.999879,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.90E-05,0,1.00E-05,1.00E-05,1.00E-05,2.00E-05,0.999879,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,0,1.90E-05,MO-MG402,Quercus macrocarpa Michx.,Missouri,"Eminence, Buttin Rock Access, near river",37.15687,-91.36471,mac,pure,1.00E+00,pure
616,SYST-MOR-0007422,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,MO-MG403,Quercus macrocarpa Michx.,Missouri,"Eminence, Buttin Rock Access, near trailer park",37.15686,-91.36501,mac,pure,1.00E+00,pure
617,SYST-MOR-0007423,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,0,1.00E-05,MO-MG404,Quercus macrocarpa Michx.,Missouri,"Eminence, Buttin Rock Access, near trailer park",37.15726,-91.36518,mac,pure,1.00E+00,pure
618,SYST-MOR-0007424,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,0,1.00E-05,MO-MG405,Quercus macrocarpa Michx.,Missouri,"Eminence, Buttin Rock Access, near river",37.15758,-91.36513,mac,pure,1.00E+00,pure
619,SYST-MOR-0007425,0,1.00E-05,1.00E-05,1.00E-05,0.99989,0,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,0.99989,0,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,IN-MG631,Quercus macrocarpa Michx.,Indiana,"Burr Oak Woods, Hobart",41.53273,-87.2948,mac,pure,1.00E+00,pure
620,SYST-MOR-0007426,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,0,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,1.00E-05,0,0,1.00E-05,IN-MG632,Quercus macrocarpa Michx.,Indiana,"Burr Oak Woods, Hobart",41.53281,-87.29377,mac,pure,1.00E+00,pure
621,SYST-MOR-0007427,1.00E-05,0,1.00E-05,0,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,IN-MG633,Quercus macrocarpa Michx.,Indiana,"Burr Oak Woods, Hobart",41.53321,-87.29336,mac,pure,1.00E+00,pure
622,SYST-MOR-0007428,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,IN-MG634,Quercus macrocarpa Michx.,Indiana,"Burr Oak Woods, Hobart",41.53348,-87.29231,mac,pure,1.00E+00,pure
623,SYST-MOR-0007429,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,0,0,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,0,0,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,IN-MG635,Quercus macrocarpa Michx.,Indiana,"Burr Oak Woods, Hobart",41.53403,-87.29146,mac,pure,1.00E+00,pure
624,SYST-MOR-0007430,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,IN-MG636,Quercus macrocarpa Michx.,Indiana,"Burr Oak Woods, Hobart",41.5345,-87.29279,mac,pure,1.00E+00,pure
